Id,Time[ns],0:I²C: Address/Data
1634,3455476586.00,ACK
1635,3455489184.00,Data write: 1F
1636,3455569184.00,ACK
1637,3455581834.00,Data write: 46
1638,3455661834.00,ACK
1639,3455674432.00,Data write: 76
1640,3455754434.00,ACK
1641,3455767030.00,Data write: 1C
1642,3455847032.00,ACK
1643,3455859628.00,Data write: 3D
1644,3455939630.00,ACK
1645,3455952278.00,Data write: 46
1646,3456032280.00,ACK
1647,3456044874.00,Data write: F3
1648,3456124878.00,ACK
1649,3456137524.00,Data write: B2
1650,3456217526.00,ACK
1651,3456230124.00,Data write: 07
1652,3456310124.00,ACK
1653,3456322774.00,Data write: 2B
1654,3456402774.00,ACK
1655,3456415370.00,Data write: F2
1656,3456495372.00,ACK
1657,3456508018.00,Data write: D9
1658,3456588020.00,ACK
1659,3456600618.00,Data write: 01
1660,3456680620.00,ACK
1661,3456693266.00,Data write: 9B
1662,3456773268.00,ACK
1663,3456785866.00,Data write: 5B
1664,3456865866.00,ACK
1665,3456878514.00,Data write: 1E
1666,3456958516.00,ACK
1667,3456971114.00,Data write: 02
1668,3457051116.00,ACK
1669,3457063760.00,Data write: 99
1670,3457143762.00,ACK
1671,3457156362.00,Data write: 49
1672,3457236362.00,ACK
1673,3457249010.00,Data write: 1C
1674,3457329010.00,ACK
1675,3457341608.00,Data write: 00
1676,3457421610.00,ACK
1677,3457434256.00,Data write: 2B
1678,3457514258.00,ACK
1679,3457526854.00,Data write: E5
1680,3457606856.00,ACK
1681,3457619502.00,Data write: D1
1682,3457699504.00,ACK
1683,3457712100.00,Data write: 87
1684,3457792104.00,ACK
1685,3457804702.00,Data write: 48
1686,3457884702.00,ACK
1687,3457897298.00,Data write: A8
1688,3457977300.00,ACK
1689,3457989950.00,Data write: 43
1690,3458069948.00,ACK
1691,3458082548.00,Data write: 03
1692,3458162548.00,ACK
1693,3458175194.00,Data write: B0
1694,3458255198.00,ACK
1695,3458267792.00,Data write: F0
1696,3458347796.00,ACK
1697,3458360442.00,Data write: BD
1698,3458440444.00,ACK
1699,3458453040.00,Data write: C0
1700,3458533044.00,ACK
1701,3458545692.00,Data write: 46
1702,3458625692.00,ACK
1703,3458638286.00,Data write: 8C
1704,3458718290.00,ACK
1705,3458730886.00,Data write: A2
1706,3458810890.00,ACK
1707,3458823486.00,Data write: 00
1708,3458903488.00,ACK
1709,3458916134.00,Data write: 00
1710,3458996136.00,ACK
1711,3459008732.00,Data write: FF
1712,3459088734.00,ACK
1713,3459101382.00,Data write: 7F
1714,3459181384.00,ACK
1715,3459193982.00,Data write: 00
1716,3459273982.00,ACK
1717,3459286630.00,Data write: 00
1718,3459366630.00,ACK
1719,3459379228.00,Data write: 08
1720,3459459230.00,ACK
1721,3459471876.00,Data write: 84
1722,3459551878.00,ACK
1723,3459564474.00,Data write: FF
1724,3459644476.00,ACK
1725,3459657124.00,Data write: FF
1726,3459737124.00,ACK
1727,3459749724.00,Data write: 02
1728,3459829724.00,ACK
1729,3459842372.00,Data write: 48
1730,3459922374.00,ACK
1731,3459934972.00,Data write: 01
1732,3460014972.00,ACK
1733,3460027620.00,Data write: 68
1734,3460107620.00,ACK
1735,3460120218.00,Data write: 01
1736,3460200218.00,ACK
1737,3460212866.00,Data write: 22
1738,3460292868.00,ACK
1739,3460305464.00,Data write: 91
1740,3460385466.00,ACK
1741,3460398114.00,Data write: 43
1742,3460478114.00,ACK
1743,3460490712.00,Data write: 01
1744,3460570714.00,ACK
1745,3460583362.00,Data write: 60
1746,3460663362.00,ACK
1747,3460675960.00,Data write: 70
1748,3460755960.00,ACK
1749,3460768558.00,Data write: 47
1750,3460848560.00,ACK
1751,3460861158.00,Data write: 1C
1752,3460941158.00,ACK
1753,3460953806.00,Data write: 18
1754,3461033808.00,ACK
1755,3461046404.00,Data write: 00
1756,3461126406.00,ACK
1757,3461139054.00,Data write: 40
1758,3461219054.00,ACK
1759,3461231652.00,Data write: 05
1760,3461311652.00,ACK
1761,3461324300.00,Data write: 48
1762,3461404302.00,ACK
1763,3461416900.00,Data write: 01
1764,3461496900.00,ACK
1765,3461509548.00,Data write: 68
1766,3461589550.00,ACK
1767,3461602146.00,Data write: 14
1768,3461682148.00,ACK
1769,3461694796.00,Data write: 22
1770,3461774796.00,ACK
1771,3461787392.00,Data write: 91
1772,3461867394.00,ACK
1773,3461880042.00,Data write: 43
1774,3461960044.00,ACK
1775,3461972642.00,Data write: 01
1776,3462052642.00,ACK
1777,3462065290.00,Data write: 60
1778,3462145292.00,ACK
1779,3462157888.00,Data write: 70
1780,3462237890.00,ACK
1781,3462250538.00,Data write: 47
1782,3462330538.00,ACK
1783,3462343136.00,Data write: 02
1784,3462423138.00,ACK
1785,3462435784.00,Data write: 48
1786,3462515786.00,ACK
1787,3462528384.00,Data write: 01
1788,3462608384.00,ACK
1789,3462621032.00,Data write: 68
1790,3462701032.00,ACK
1791,3462713632.00,Data write: 01
1792,3462793632.00,ACK
1793,3462806230.00,Data write: 22
1794,3462886230.00,ACK
1795,3462898826.00,Data write: 91
1796,3462978828.00,ACK
1797,3462991476.00,Data write: 43
1798,3463071478.00,ACK
1799,3463084076.00,Data write: 01
1800,3463164076.00,ACK
1801,3463176724.00,Data write: 60
1802,3463256724.00,ACK
1803,3463269324.00,Data write: 70
1804,3463349324.00,ACK
1805,3463361972.00,Data write: 47
1806,3463441972.00,ACK
1807,3463454570.00,Data write: 14
1808,3463534570.00,ACK
1809,3463547216.00,Data write: 80
1810,3463627220.00,ACK
1811,3463639818.00,Data write: 00
1812,3463719818.00,ACK
1813,3463732416.00,Data write: 40
1814,3463812418.00,ACK
1815,3463825014.00,Data write: FC
1816,3463905016.00,ACK
1817,3463917662.00,Data write: B5
1818,3463997664.00,ACK
1819,3464010262.00,Data write: 76
1820,3464090264.00,ACK
1821,3464102912.00,Data write: 49
1822,3464182912.00,ACK
1823,3464195510.00,Data write: 01
1824,3464275510.00,ACK
1825,3464288156.00,Data write: 91
1826,3464368158.00,ACK
1827,3464380756.00,Data write: D7
1828,3464460758.00,ACK
1829,3464473406.00,Data write: 4A
1830,3464553406.00,ACK
1831,3464566002.00,Data write: D7
1832,3464646004.00,ACK
1833,3464658654.00,Data write: 4B
1834,3464738654.00,ACK
1835,3464751250.00,Data write: D3
1836,3464831252.00,ACK
1837,3464843900.00,Data write: 60
1838,3464923902.00,ACK
1839,3464936496.00,Data write: D7
1840,3465016500.00,ACK
1841,3465029148.00,Data write: 4C
1842,3465109148.00,ACK
1843,3465121744.00,Data write: D4
1844,3465201746.00,ACK
1845,3465214396.00,Data write: 60
1846,3465294396.00,ACK
1847,3465306994.00,Data write: 01
1848,3465386994.00,ACK
1849,3465399642.00,Data write: 21
1850,3465479642.00,ACK
1851,3465492240.00,Data write: CD
1852,3465572242.00,ACK
1853,3465584890.00,Data write: 02
1854,3465664890.00,ACK
1855,3465677488.00,Data write: 11
1856,3465757488.00,ACK
1857,3465770086.00,Data write: 68
1858,3465850088.00,ACK
1859,3465862684.00,Data write: A9
1860,3465942686.00,ACK
1861,3465955334.00,Data write: 43
1862,3466035334.00,ACK
1863,3466047932.00,Data write: 11
1864,3466127934.00,ACK
1865,3466140582.00,Data write: 60
1866,3466220582.00,ACK
1867,3466233178.00,Data write: D3
1868,3466313182.00,ACK
1869,3466325828.00,Data write: 60
1870,3466405832.00,ACK
1871,3466418426.00,Data write: D4
1872,3466498428.00,ACK
1873,3466511076.00,Data write: 60
1874,3466591078.00,ACK
1875,3466603674.00,Data write: 00
1876,3466683676.00,ACK
1877,3466696324.00,Data write: 21
1878,3466776324.00,ACK
1879,3466788920.00,Data write: C9
1880,3466868924.00,ACK
1881,3466881572.00,Data write: 43
1882,3466961572.00,ACK
1883,3466974170.00,Data write: 11
1884,3467054170.00,ACK
1885,3467066818.00,Data write: 61
1886,3467146820.00,ACK
1887,3467159418.00,Data write: 04
1888,3467239418.00,ACK
1889,3467252066.00,Data write: 21
1890,3467332066.00,ACK
1891,3467344664.00,Data write: 06
1892,3467424666.00,ACK
1893,3467437314.00,Data write: 0C
1894,3467517314.00,ACK
1895,3467529912.00,Data write: 48
1896,3467609912.00,ACK
1897,3467622558.00,Data write: D1
1898,3467702560.00,ACK
1899,3467715160.00,Data write: 6C
1900,3467795160.00,ACK
1901,3467807758.00,Data write: 49
1902,3467887758.00,ACK
1903,3467900356.00,Data write: 01
1904,3467980356.00,ACK
1905,3467993004.00,Data write: 91
1906,3468073004.00,ACK
1907,3468085604.00,Data write: 11
1908,3468165604.00,ACK
1909,3468178252.00,Data write: 68
1910,3468258254.00,ACK
1911,3468270852.00,Data write: 03
1912,3468350852.00,ACK
1913,3468363500.00,Data write: 27
1914,3468443500.00,ACK
1915,3468456098.00,Data write: 39
1916,3468536098.00,ACK
1917,3468548746.00,Data write: 40
1918,3468628748.00,ACK
1919,3468641346.00,Data write: 02
1920,3468721346.00,ACK
1921,3468733944.00,Data write: 29
1922,3468813944.00,ACK
1923,3468826542.00,Data write: 0D
1924,3468906544.00,ACK
1925,3468919190.00,Data write: D0
1926,3468999192.00,ACK
1927,3469011788.00,Data write: D3
1928,3469091790.00,ACK
1929,3469104438.00,Data write: 60
1930,3469184440.00,ACK
1931,3469197036.00,Data write: D4
1932,3469277038.00,ACK
1933,3469289686.00,Data write: 60
1934,3469369688.00,ACK
1935,3469382286.00,Data write: 11
1936,3469462286.00,ACK
1937,3469474934.00,Data write: 68
1938,3469554934.00,ACK
1939,3469567530.00,Data write: B9
1940,3469647532.00,ACK
1941,3469660180.00,Data write: 43
1942,3469740182.00,ACK
1943,3469752780.00,Data write: 02
1944,3469832782.00,ACK
1945,3469845428.00,Data write: 26
1946,3469925430.00,ACK
1947,3469938028.00,Data write: 0E
1948,3470018028.00,ACK
1949,3470030676.00,Data write: 43
1950,3470110676.00,ACK
1951,3470123274.00,Data write: 16
1952,3470203276.00,ACK
1953,3470215924.00,Data write: 60
1954,3470295924.00,ACK
1955,3470308522.00,Data write: 01
1956,3470388522.00,ACK
1957,3470401168.00,Data write: 9E
1958,3470481172.00,ACK
1959,3470493770.00,Data write: 71
1960,3470573770.00,ACK
1961,3470586418.00,Data write: 1E
1962,3470666418.00,ACK
1963,3470679016.00,Data write: 01
1964,3470759016.00,ACK
1965,3470771614.00,Data write: 91
1966,3470851616.00,ACK
1967,3470864214.00,Data write: 09
1968,3470944214.00,ACK
1969,3470956862.00,Data write: 21
1970,3471036862.00,ACK
1971,3471049460.00,Data write: 00
1972,3471129462.00,ACK
1973,3471142110.00,Data write: 2E
1974,3471222110.00,ACK
1975,3471234706.00,Data write: ED
1976,3471314710.00,ACK
1977,3471327356.00,Data write: D1
1978,3471407358.00,ACK
1979,3471419956.00,Data write: 33
1980,3471499956.00,ACK
1981,3471512602.00,Data write: E0
1982,3471592604.00,ACK
1983,3471605204.00,Data write: 61
1984,3471685204.00,ACK
1985,3471697852.00,Data write: 49
1986,3471777852.00,ACK
1987,3471790450.00,Data write: 01
1988,3471870450.00,ACK
1989,3471883098.00,Data write: 91
1990,3471963100.00,ACK
1991,3471975698.00,Data write: 11
1992,3472055698.00,ACK
1993,3472068346.00,Data write: 68
1994,3472148348.00,ACK
1995,3472160946.00,Data write: 10
1996,3472240946.00,ACK
1997,3472253594.00,Data write: 26
1998,3472333594.00,ACK
1999,3472346192.00,Data write: 31
2000,3472426192.00,ACK
2001,3472438840.00,Data write: 42
2002,3472518842.00,ACK
2003,3472531440.00,Data write: 06
2004,3472611440.00,ACK
2005,3472624086.00,Data write: D0
2006,3472704090.00,ACK
2007,3472716688.00,Data write: 01
2008,3472796688.00,ACK
2009,3472809284.00,Data write: 9E
2010,3472889286.00,ACK
2011,3472901884.00,Data write: 71
2012,3472981884.00,ACK
2013,3472994534.00,Data write: 1E
2014,3473074534.00,ACK
2015,3473087132.00,Data write: 01
2016,3473167132.00,ACK
2017,3473179778.00,Data write: 91
2018,3473259782.00,ACK
2019,3473272380.00,Data write: 09
2020,3473352380.00,ACK
2021,3473365028.00,Data write: 21
2022,3473445028.00,ACK
2023,3473457626.00,Data write: 00
2024,3473537628.00,ACK
2025,3473550276.00,Data write: 2E
2026,3473630276.00,ACK
2027,3473642872.00,Data write: F5
2028,3473722874.00,ACK
2029,3473735470.00,Data write: D1
2030,3473815474.00,ACK
2031,3473828072.00,Data write: 26
2032,3473908072.00,ACK
2033,3473920718.00,Data write: E0
2034,3474000720.00,ACK
2035,3474013318.00,Data write: 00
2036,3474093320.00,ACK
2037,3474105968.00,Data write: 21
2038,3474185968.00,ACK
2039,3474198566.00,Data write: 00
2040,3474278568.00,ACK
2041,3474291212.00,Data write: 91
2042,3474371216.00,ACK
2043,3474383812.00,Data write: 01
2044,3474463814.00,ACK
2045,3474476462.00,Data write: 60
2046,3474556462.00,ACK
2047,3474569060.00,Data write: 59
2048,3474649062.00,ACK
2049,3474661710.00,Data write: 48
2050,3474741710.00,ACK
2051,3474754308.00,Data write: 01
2052,3474834308.00,ACK
2053,3474846954.00,Data write: 90
2054,3474926958.00,ACK
2055,3474939554.00,Data write: 10
2056,3475019556.00,ACK
2057,3475032204.00,Data write: 68
2058,3475112204.00,ACK
2059,3475124802.00,Data write: 30
2060,3475204804.00,ACK
2061,3475217626.00,Data write: 42
2062,3475297628.00,ACK
2063,3475310224.00,Data write: 06
2064,3475390226.00,ACK
2065,3475402846.00,Data write: D0
2066,3475482850.00,ACK
2067,3475495448.00,Data write: 01
2068,3475575448.00,ACK
2069,3475588094.00,Data write: 98
2070,3475668098.00,ACK
2071,3475680694.00,Data write: 41
2072,3475760694.00,ACK
2073,3475773318.00,Data write: 1E
2074,3475853318.00,ACK
2075,3475865916.00,Data write: 01
2076,3475945918.00,ACK
2077,3475958538.00,Data write: 91
2078,3476038540.00,ACK
2079,3476051140.00,Data write: 09
2080,3476131140.00,ACK
2081,3476143788.00,Data write: 21
2082,3476223788.00,ACK
2083,3476236386.00,Data write: 00
2084,3476316388.00,ACK
2085,3476329036.00,Data write: 28
2086,3476409036.00,ACK
2087,3476421632.00,Data write: F6
2088,3476501636.00,ACK
2089,3476514280.00,Data write: D1
2090,3476594282.00,ACK
2091,3476606882.00,Data write: 17
2092,3476686882.00,ACK
2093,3476699528.00,Data write: E0
2094,3476779530.00,ACK
2095,3476792128.00,Data write: 53
2096,3476872128.00,ACK
2097,3476884776.00,Data write: 48
2098,3476964778.00,ACK
2099,3476977376.00,Data write: 01
2100,3477057376.00,ACK
2101,3477070022.00,Data write: 90
2102,3477150026.00,ACK
2103,3477162624.00,Data write: 10
2104,3477242624.00,ACK
2105,3477255272.00,Data write: 68
2106,3477335272.00,ACK
2107,3477347868.00,Data write: D3
2108,3477427870.00,ACK
2109,3477440520.00,Data write: 60
2110,3477520520.00,ACK
2111,3477533116.00,Data write: D4
2112,3477613120.00,ACK
2113,3477625766.00,Data write: 60
2114,3477705768.00,ACK
2115,3477724086.00,Data write: 38
2116,3477804090.00,ACK
2117,3477816714.00,Data write: 42
2118,3477896714.00,ACK
2119,3477909312.00,Data write: 09
2120,3477989312.00,ACK
2121,3478001960.00,Data write: D0
2122,3478081962.00,ACK
2123,3478094560.00,Data write: 10
2124,3478174562.00,ACK
2125,3478187208.00,Data write: 68
2126,3478267210.00,ACK
2127,3478279806.00,Data write: B8
2128,3478359808.00,ACK
2129,3478372456.00,Data write: 43
2130,3478452456.00,ACK
2131,3478465054.00,Data write: 10
2132,3478545056.00,ACK
2133,3478557704.00,Data write: 60
2134,3478637704.00,ACK
2135,3478650302.00,Data write: 01
2136,3478730302.00,ACK
2137,3478742898.00,Data write: 98
2138,3478822902.00,ACK
2139,3478835498.00,Data write: 41
2140,3478915500.00,ACK
2141,3478928148.00,Data write: 1E
2142,3479008148.00,ACK
2143,3479020746.00,Data write: 01
2144,3479100746.00,ACK
2145,3479113394.00,Data write: 91
2146,3479193396.00,ACK
2147,3479205994.00,Data write: 09
2148,3479285994.00,ACK
2149,3479298642.00,Data write: 21
2150,3479378642.00,ACK
2151,3479391242.00,Data write: 00
2152,3479471242.00,ACK
2153,3479483890.00,Data write: 28
2154,3479563890.00,ACK
2155,3479576486.00,Data write: F1
2156,3479656488.00,ACK
2157,3479669136.00,Data write: D1
2158,3479749138.00,ACK
2159,3479761736.00,Data write: 06
2160,3479841736.00,ACK
2161,3479854382.00,Data write: E0
2162,3479934386.00,ACK
2163,3479946984.00,Data write: 00
2164,3480026984.00,ACK
2165,3480039630.00,Data write: 99
2166,3480119632.00,ACK
2167,3480132230.00,Data write: 11
2168,3480212230.00,ACK
2169,3480224878.00,Data write: 61
2170,3480304880.00,ACK
2171,3480317476.00,Data write: D3
2172,3480397478.00,ACK
2173,3480410126.00,Data write: 60
2174,3480490128.00,ACK
2175,3480502724.00,Data write: D4
2176,3480582726.00,ACK
2177,3480595374.00,Data write: 60
2178,3480675374.00,ACK
2179,3480687972.00,Data write: 10
2180,3480767972.00,ACK
2181,3480780570.00,Data write: 68
2182,3480860572.00,ACK
2183,3480873170.00,Data write: 28
2184,3480953170.00,ACK
2185,3480965818.00,Data write: 43
2186,3481045818.00,ACK
2187,3481058418.00,Data write: 10
2188,3481138418.00,ACK
2189,3481151066.00,Data write: 60
2190,3481231068.00,ACK
2191,3481243664.00,Data write: 08
2192,3481323664.00,ACK
2193,3481336312.00,Data write: 46
2194,3481416314.00,ACK
2195,3481428912.00,Data write: 02
2196,3481508912.00,ACK
2197,3481521558.00,Data write: B0
2198,3481601562.00,ACK
2199,3481614158.00,Data write: F0
2200,3481694160.00,ACK
2201,3481706806.00,Data write: BD
2202,3481786808.00,ACK
2203,3481799404.00,Data write: C0
2204,3481879408.00,ACK
2205,3481892056.00,Data write: 46
2206,3481972056.00,ACK
2207,3481984654.00,Data write: 04
2208,3482064654.00,ACK
2209,3482077300.00,Data write: E0
2210,3482157304.00,ACK
2211,3482169902.00,Data write: 03
2212,3482249902.00,ACK
2213,3482262550.00,Data write: 78
2214,3482342550.00,ACK
2215,3482355148.00,Data write: 0B
2216,3482435150.00,ACK
2217,3482447796.00,Data write: 70
2218,3482527798.00,ACK
2219,3482540396.00,Data write: 49
2220,3482620396.00,ACK
2221,3482633044.00,Data write: 1C
2222,3482713046.00,ACK
2223,3482725842.00,Data write: 40
2224,3482805844.00,ACK
2225,3482818492.00,Data write: 1C
2226,3482898492.00,ACK
2227,3482911090.00,Data write: 52
2228,3482991092.00,ACK
2229,3483003740.00,Data write: 1E
2230,3483083740.00,ACK
2231,3483096338.00,Data write: 00
2232,3483176338.00,ACK
2233,3483188986.00,Data write: 2A
2234,3483268988.00,ACK
2235,3483281584.00,Data write: F8
2236,3483361586.00,ACK
2237,3483374232.00,Data write: D1
2238,3483454234.00,ACK
2239,3483466832.00,Data write: 70
2240,3483546834.00,ACK
2241,3483559480.00,Data write: 47
2242,3483639482.00,ACK
2243,3483652080.00,Data write: 00
2244,3483732080.00,ACK
2245,3483744704.00,Data write: 00
2246,3483824704.00,ACK
2247,3483837300.00,Data write: F0
2248,3483917302.00,ACK
2249,3483929924.00,Data write: B5
2250,3484009926.00,ACK
2251,3484022524.00,Data write: 85
2252,3484102524.00,ACK
2253,3484115172.00,Data write: B0
2254,3484195174.00,ACK
2255,3484207772.00,Data write: 03
2256,3484287772.00,ACK
2257,3484300418.00,Data write: 91
2258,3484380422.00,ACK
2259,3484393020.00,Data write: 3F
2260,3484473020.00,ACK
2261,3484485668.00,Data write: 49
2262,3484565668.00,ACK
2263,3484578266.00,Data write: 04
2264,3484658268.00,ACK
2265,3484670914.00,Data write: 91
2266,3484750916.00,ACK
2267,3484763512.00,Data write: A0
2268,3484843514.00,ACK
2269,3484856162.00,Data write: 4C
2270,3484936164.00,ACK
2271,3484948760.00,Data write: A0
2272,3485028762.00,ACK
2273,3485041410.00,Data write: 4F
2274,3485121410.00,ACK
2275,3485134006.00,Data write: E7
2276,3485214008.00,ACK
2277,3485226656.00,Data write: 60
2278,3485306658.00,ACK
2279,3485319254.00,Data write: A0
2280,3485399258.00,ACK
2281,3485411904.00,Data write: 4E
2282,3485491906.00,ACK
2283,3485504502.00,Data write: E6
2284,3485584504.00,ACK
2285,3485597152.00,Data write: 60
2286,3485677152.00,ACK
2287,3485689750.00,Data write: 01
2288,3485769750.00,ACK
2289,3485782374.00,Data write: 21
2290,3485862374.00,ACK
2291,3485874972.00,Data write: CD
2292,3485954974.00,ACK
2293,3485967596.00,Data write: 02
2294,3486047598.00,ACK
2295,3486060196.00,Data write: 23
2296,3486140196.00,ACK
2297,3486152844.00,Data write: 68
2298,3486232844.00,ACK
2299,3486245442.00,Data write: 01
2300,3486325442.00,ACK
2301,3486338090.00,Data write: 95
2302,3486418092.00,ACK
2303,3486430688.00,Data write: AB
2304,3486510690.00,ACK
2305,3486523338.00,Data write: 43
2306,3486603340.00,ACK
2307,3486615938.00,Data write: 23
2308,3486695938.00,ACK
2309,3486708586.00,Data write: 60
2310,3486788588.00,ACK
2311,3486801182.00,Data write: E7
2312,3486881186.00,ACK
2313,3486893884.00,Data write: 60
2314,3486973884.00,ACK
2315,3486986480.00,Data write: E6
2316,3487066482.00,ACK
2317,3487079130.00,Data write: 60
2318,3487159132.00,ACK
2319,3487171730.00,Data write: 00
2320,3487251730.00,ACK
2321,3487264378.00,Data write: 23
2322,3487344378.00,ACK
2323,3487356974.00,Data write: DB
2324,3487436976.00,ACK
2325,3487449626.00,Data write: 43
2326,3487529626.00,ACK
2327,3487542224.00,Data write: 23
2328,3487622224.00,ACK
2329,3487634872.00,Data write: 61
2330,3487714874.00,ACK
2331,3487727470.00,Data write: 02
2332,3487807472.00,ACK
2333,3487820168.00,Data write: 92
2334,3487900170.00,ACK
2335,3487912766.00,Data write: 83
2336,3487992768.00,ACK
2337,3488005416.00,Data write: 18
2338,3488085418.00,ACK
2339,3488098016.00,Data write: 5D
2340,3488178016.00,ACK
2341,3488190664.00,Data write: 1E
2342,3488270666.00,ACK
2343,3488283262.00,Data write: 04
2344,3488363264.00,ACK
2345,3488375912.00,Data write: 23
2346,3488455912.00,ACK
2347,3488468510.00,Data write: 2D
2348,3488548512.00,ACK
2349,3488561160.00,Data write: 0C
2350,3488641160.00,ACK
2351,3488653758.00,Data write: 62
2352,3488733760.00,ACK
2353,3488746354.00,Data write: D1
2354,3488826356.00,ACK
2355,3488838956.00,Data write: 33
2356,3488918956.00,ACK
2357,3488931604.00,Data write: 4A
2358,3489011604.00,ACK
2359,3489024202.00,Data write: 04
2360,3489104204.00,ACK
2361,3489116850.00,Data write: 92
2362,3489196852.00,ACK
2363,3489209448.00,Data write: 95
2364,3489289450.00,ACK
2365,3489302098.00,Data write: 4A
2366,3489382100.00,ACK
2367,3489394696.00,Data write: 23
2368,3489474698.00,ACK
2369,3489487346.00,Data write: 68
2370,3489567348.00,ACK
2371,3489579944.00,Data write: 03
2372,3489659946.00,ACK
2373,3489672594.00,Data write: 27
2374,3489752594.00,ACK
2375,3489765192.00,Data write: 3B
2376,3489845192.00,ACK
2377,3489857840.00,Data write: 40
2378,3489937842.00,ACK
2379,3489950440.00,Data write: 01
2380,3490030440.00,ACK
2381,3490043088.00,Data write: 2B
2382,3490123088.00,ACK
2383,3490135688.00,Data write: 0C
2384,3490215688.00,ACK
2385,3490228334.00,Data write: D0
2386,3490308336.00,ACK
2387,3490320932.00,Data write: E2
2388,3490400934.00,ACK
2389,3490413582.00,Data write: 60
2390,3490493584.00,ACK
2391,3490506180.00,Data write: E6
2392,3490586182.00,ACK
2393,3490598832.00,Data write: 60
2394,3490678832.00,ACK
2395,3490691428.00,Data write: 23
2396,3490771428.00,ACK
2397,3490784028.00,Data write: 68
2398,3490864028.00,ACK
2399,3490876624.00,Data write: BB
2400,3490956626.00,ACK
2401,3490969274.00,Data write: 43
2402,3491049276.00,ACK
2403,3491061874.00,Data write: 0B
2404,3491141874.00,ACK
2405,3491154522.00,Data write: 43
2406,3491234522.00,ACK
2407,3491247120.00,Data write: 23
2408,3491327120.00,ACK
2409,3491339770.00,Data write: 60
2410,3491419770.00,ACK
2411,3491432368.00,Data write: 04
2412,3491512370.00,ACK
2413,3491525014.00,Data write: 9D
2414,3491605016.00,ACK
2415,3491617616.00,Data write: 6B
2416,3491697616.00,ACK
2417,3491710264.00,Data write: 1E
2418,3491790266.00,ACK
2419,3491802862.00,Data write: 04
2420,3491882864.00,ACK
2421,3491895510.00,Data write: 93
2422,3491975512.00,ACK
2423,3491988110.00,Data write: 09
2424,3492068110.00,ACK
2425,3492080758.00,Data write: 23
2426,3492160760.00,ACK
2427,3492173358.00,Data write: 00
2428,3492253358.00,ACK
2429,3492266006.00,Data write: 2D
2430,3492346006.00,ACK
2431,3492358604.00,Data write: EE
2432,3492438606.00,ACK
2433,3492451252.00,Data write: D1
2434,3492531254.00,ACK
2435,3492543852.00,Data write: 4D
2436,3492623852.00,ACK
2437,3492636498.00,Data write: E0
2438,3492716502.00,ACK
2439,3492729100.00,Data write: 28
2440,3492809100.00,ACK
2441,3492821748.00,Data write: 4A
2442,3492901748.00,ACK
2443,3492914346.00,Data write: 04
2444,3492994348.00,ACK
2445,3493006994.00,Data write: 92
2446,3493086996.00,ACK
2447,3493099594.00,Data write: 23
2448,3493179594.00,ACK
2449,3493192242.00,Data write: 68
2450,3493272244.00,ACK
2451,3493284842.00,Data write: 10
2452,3493364842.00,ACK
2453,3493377490.00,Data write: 25
2454,3493457490.00,ACK
2455,3493470088.00,Data write: 2B
2456,3493550090.00,ACK
2457,3493562738.00,Data write: 42
2458,3493642738.00,ACK
2459,3493655336.00,Data write: 06
2460,3493735338.00,ACK
2461,3493747958.00,Data write: D0
2462,3493827960.00,ACK
2463,3493840558.00,Data write: 04
2464,3493920560.00,ACK
2465,3493933180.00,Data write: 9D
2466,3494013182.00,ACK
2467,3494025780.00,Data write: 6B
2468,3494105780.00,ACK
2469,3494118430.00,Data write: 1E
2470,3494198430.00,ACK
2471,3494211026.00,Data write: F6
2472,3494291030.00,ACK
2473,3494303676.00,Data write: 49
2474,3494383678.00,ACK
2475,3494403300.00,Stop
2476,3598786186.00,Start
2477,3598796306.00,Address write: 40
2478,3598866302.00,Write
2479,3598876300.00,ACK
2480,3598889048.00,Data write: 02
2481,3598969048.00,ACK
2482,3598981670.00,Data write: A5
2483,3599061672.00,ACK
2484,3599081370.00,Stop
2485,3702800816.00,Start
2486,3702810934.00,Address write: 40
2487,3702880930.00,Write
2488,3702890930.00,ACK
2489,3702903652.00,Data write: 00
2490,3702983654.00,ACK
2491,3703003788.00,Start repeat
2492,3703013880.00,Address read: 41
2493,3703083876.00,Read
2494,3703093876.00,ACK
2495,3703106374.00,Data read: 03
2496,3703186376.00,NACK
2497,3703206200.00,Stop
2498,3806748420.00,Start
2499,3806758540.00,Address write: 40
2500,3806828536.00,Write
2501,3806838536.00,ACK
2502,3806851282.00,Data write: 06
2503,3806931282.00,ACK
2504,3806951392.00,Start repeat
2505,3806961486.00,Address read: 41
2506,3807031480.00,Read
2507,3807041480.00,ACK
2508,3807053978.00,Data read: 0B
2509,3807133982.00,ACK
2510,3807146628.00,Data read: 00
2511,3807226628.00,NACK
2512,3807246504.00,Stop
2513,3910790624.00,Start
2514,3910800744.00,Address write: 40
2515,3910870740.00,Write
2516,3910880738.00,ACK
2517,3910893486.00,Data write: 20
2518,3910973488.00,ACK
2519,3910993596.00,Start repeat
2520,3911003688.00,Address read: 41
2521,3911073684.00,Read
2522,3911083684.00,ACK
2523,3911096182.00,Data read: 6D
2524,3911176186.00,ACK
2525,3911188830.00,Data read: AC
2526,3911268834.00,ACK
2527,3911281528.00,Data read: 01
2528,3911361534.00,ACK
2529,3911374154.00,Data read: 22
2530,3911454156.00,ACK
2531,3911466852.00,Data read: 01
2532,3911546856.00,ACK
2533,3911559476.00,Data read: 00
