Id,Time[ns],0:I²C: Address/Data
3294,4282925236.00,Data write: 01
3295,4283005236.00,ACK
3296,4283017834.00,Data write: 24
3297,4283097834.00,ACK
3298,4283110482.00,Data write: 21
3299,4283190482.00,ACK
3300,4283203082.00,Data write: 07
3301,4283283082.00,ACK
3302,4283295728.00,Data write: FA
3303,4283375730.00,ACK
3304,4283388328.00,Data write: 69
3305,4283468328.00,ACK
3306,4283480978.00,Data write: 0A
3307,4283560978.00,ACK
3308,4283573576.00,Data write: 43
3309,4283653576.00,ACK
3310,4283666222.00,Data write: FA
3311,4283746226.00,ACK
3312,4283758822.00,Data write: 61
3313,4283838824.00,ACK
3314,4283851472.00,Data write: 32
3315,4283931474.00,ACK
3316,4283944070.00,Data write: 49
3317,4284024072.00,ACK
3318,4284036720.00,Data write: 0A
3319,4284116720.00,ACK
3320,4284129318.00,Data write: 68
3321,4284209318.00,ACK
3322,4284221966.00,Data write: 02
3323,4284301968.00,ACK
3324,4284314564.00,Data write: 23
3325,4284394566.00,ACK
3326,4284407214.00,Data write: 1A
3327,4284487216.00,ACK
3328,4284499812.00,Data write: 43
3329,4284579812.00,ACK
3330,4284592462.00,Data write: 0A
3331,4284672462.00,ACK
3332,4284685060.00,Data write: 60
3333,4284765062.00,ACK
3334,4284777682.00,Data write: FC
3335,4284857684.00,ACK
3336,4284870282.00,Data write: 25
3337,4284950282.00,ACK
3338,4284962906.00,Data write: 30
3339,4285042908.00,ACK
3340,4285055504.00,Data write: 4A
3341,4285135506.00,ACK
3342,4285148154.00,Data write: 50
3343,4285228154.00,ACK
3344,4285240752.00,Data write: 59
3345,4285320752.00,ACK
3346,4285333398.00,Data write: DB
3347,4285413400.00,ACK
3348,4285425998.00,Data write: 43
3349,4285506000.00,ACK
3350,4285518648.00,Data write: 18
3351,4285598648.00,ACK
3352,4285611246.00,Data write: 40
3353,4285691248.00,ACK
3354,4285703894.00,Data write: 50
3355,4285783896.00,ACK
3356,4285796494.00,Data write: 51
3357,4285876494.00,ACK
3358,4285889142.00,Data write: 48
3359,4285969144.00,ACK
3360,4285981742.00,Data write: 68
3361,4286061742.00,ACK
3362,4286074390.00,Data write: 18
3363,4286154390.00,ACK
3364,4286166990.00,Data write: 40
3365,4286246990.00,ACK
3366,4286259638.00,Data write: 48
3367,4286339638.00,ACK
3368,4286352236.00,Data write: 60
3369,4286432236.00,ACK
3370,4286444884.00,Data write: 14
3371,4286524886.00,ACK
3372,4286537484.00,Data write: 60
3373,4286617484.00,ACK
3374,4286630132.00,Data write: 50
3375,4286710132.00,ACK
3376,4286722730.00,Data write: 59
3377,4286802730.00,ACK
3378,4286815380.00,Data write: 30
3379,4286895380.00,ACK
3380,4286907978.00,Data write: 43
3381,4286987978.00,ACK
3382,4287000626.00,Data write: 50
3383,4287080628.00,ACK
3384,4287093224.00,Data write: 51
3385,4287173226.00,ACK
3386,4287185872.00,Data write: 88
3387,4287265876.00,ACK
3388,4287278472.00,Data write: 69
3389,4287358474.00,ACK
3390,4287371120.00,Data write: 30
3391,4287451122.00,ACK
3392,4287463720.00,Data write: 43
3393,4287543720.00,ACK
3394,4287556366.00,Data write: 88
3395,4287636370.00,ACK
3396,4287648968.00,Data write: 61
3397,4287728968.00,ACK
3398,4287741566.00,Data write: 48
3399,4287821568.00,ACK
3400,4287834164.00,Data write: 68
3401,4287914166.00,ACK
3402,4287926812.00,Data write: B0
3403,4288006814.00,ACK
3404,4288019412.00,Data write: 43
3405,4288099412.00,ACK
3406,4288112060.00,Data write: 48
3407,4288192062.00,ACK
3408,4288204660.00,Data write: 60
3409,4288284660.00,ACK
3410,4288297308.00,Data write: 54
3411,4288377308.00,ACK
3412,4288389906.00,Data write: 60
3413,4288469908.00,ACK
3414,4288482554.00,Data write: F8
3415,4288562556.00,ACK
3416,4288575154.00,Data write: 69
3417,4288655154.00,ACK
3418,4288667802.00,Data write: 08
3419,4288747804.00,ACK
3420,4288760402.00,Data write: 21
3421,4288840402.00,ACK
3422,4288853050.00,Data write: 01
3423,4288933050.00,ACK
3424,4288945648.00,Data write: 43
3425,4289025650.00,ACK
3426,4289038296.00,Data write: F9
3427,4289118298.00,ACK
3428,4289130896.00,Data write: 61
3429,4289210896.00,ACK
3430,4289223544.00,Data write: 25
3431,4289303546.00,ACK
3432,4289316144.00,Data write: 48
3433,4289396144.00,ACK
3434,4289408792.00,Data write: 00
3435,4289488792.00,ACK
3436,4289501390.00,Data write: 21
3437,4289581392.00,ACK
3438,4289594038.00,Data write: 01
3439,4289674040.00,ACK
3440,4289686638.00,Data write: 60
3441,4289766640.00,ACK
3442,4289779236.00,Data write: 50
3443,4289859238.00,ACK
3444,4289871836.00,Data write: 22
3445,4289951836.00,ACK
3446,4289964484.00,Data write: 02
3447,4290044486.00,ACK
3448,4290057082.00,Data write: 60
3449,4290137084.00,ACK
3450,4290149732.00,Data write: 03
3451,4290229732.00,ACK
3452,4290242330.00,Data write: 25
3453,4290322330.00,ACK
3454,4290334978.00,Data write: 6A
3455,4290414980.00,ACK
3456,4290427578.00,Data write: 02
3457,4290507578.00,ACK
3458,4290520226.00,Data write: 03
3459,4290600226.00,ACK
3460,4290612824.00,Data write: 68
3461,4290692826.00,ACK
3462,4290712492.00,Data write: 93
3463,4290792498.00,ACK
3464,4290805096.00,Data write: 43
3465,4290885098.00,ACK
3466,4290897718.00,Data write: A2
3467,4290977722.00,ACK
3468,4290990320.00,Data write: 02
3469,4291070320.00,ACK
3470,4291082968.00,Data write: 1A
3471,4291162968.00,ACK
3472,4291175566.00,Data write: 43
3473,4291255568.00,ACK
3474,4291268216.00,Data write: 02
3475,4291348218.00,ACK
3476,4291360814.00,Data write: 60
3477,4291440814.00,ACK
3478,4291453462.00,Data write: 68
3479,4291533464.00,ACK
3480,4291546062.00,Data write: 22
3481,4291626062.00,ACK
3482,4291638710.00,Data write: 42
3483,4291718712.00,ACK
3484,4291731308.00,Data write: 61
3485,4291811308.00,ACK
3486,4291823958.00,Data write: 01
3487,4291903958.00,ACK
3488,4291916556.00,Data write: 61
3489,4291996556.00,ACK
3490,4292009204.00,Data write: 02
3491,4292089206.00,ACK
3492,4292101804.00,Data write: 68
3493,4292181804.00,ACK
3494,4292194452.00,Data write: 22
3495,4292274452.00,ACK
3496,4292287050.00,Data write: 43
3497,4292367050.00,ACK
3498,4292379700.00,Data write: 02
3499,4292459700.00,ACK
3500,4292472298.00,Data write: 60
3501,4292552300.00,ACK
3502,4292564946.00,Data write: 09
3503,4292644946.00,ACK
3504,4292657546.00,Data write: 20
3505,4292737546.00,ACK
3506,4292750168.00,Data write: 22
3507,4292830170.00,ACK
3508,4292842768.00,Data write: 46
3509,4292922768.00,ACK
3510,4292935390.00,Data write: FF
3511,4293015392.00,ACK
3512,4293027988.00,Data write: F7
3513,4293107990.00,ACK
3514,4293120638.00,Data write: EA
3515,4293200640.00,ACK
3516,4293213236.00,Data write: FD
3517,4293293238.00,ACK
3518,4293305886.00,Data write: 14
3519,4293385886.00,ACK
3520,4293398484.00,Data write: 48
3521,4293478486.00,ACK
3522,4293491134.00,Data write: 78
3523,4293571134.00,ACK
3524,4293583732.00,Data write: 60
3525,4293663734.00,ACK
3526,4293676380.00,Data write: 14
3527,4293756382.00,ACK
3528,4293768980.00,Data write: 48
3529,4293848980.00,ACK
3530,4293861628.00,Data write: 78
3531,4293941630.00,ACK
3532,4293954226.00,Data write: 60
3533,4294034228.00,ACK
3534,4294046874.00,Data write: BB
3535,4294126876.00,ACK
3536,4294139474.00,Data write: 20
3537,4294219474.00,ACK
3538,4294232122.00,Data write: 40
3539,4294312124.00,ACK
3540,4294324722.00,Data write: 00
3541,4294404722.00,ACK
3542,4294417370.00,Data write: 01
3543,4294497370.00,ACK
3544,4294509968.00,Data write: 46
3545,4294589970.00,ACK
3546,4294602616.00,Data write: 8A
3547,4294682618.00,ACK
3548,4294695216.00,Data write: 31
3549,4294775218.00,ACK
3550,4294787838.00,Data write: 3A
3551,4294867840.00,ACK
3552,4294880438.00,Data write: 68
3553,4294960440.00,ACK
3554,4294973062.00,Data write: 0A
3555,4295053062.00,ACK
3556,4295065660.00,Data write: 43
3557,4295145662.00,ACK
3558,4295158308.00,Data write: 3A
3559,4295238310.00,ACK
3560,4295250908.00,Data write: 60
3561,4295330908.00,ACK
3562,4295343556.00,Data write: 39
3563,4295423556.00,ACK
3564,4295436156.00,Data write: 6A
3565,4295516156.00,ACK
3566,4295528804.00,Data write: 21
3567,4295608804.00,ACK
3568,4295621402.00,Data write: 43
3569,4295701404.00,ACK
3570,4295714250.00,Data write: 39
3571,4295794252.00,ACK
3572,4295806850.00,Data write: 62
3573,4295886852.00,ACK
3574,4295899446.00,Data write: FF
3575,4295979450.00,ACK
3576,4295992098.00,Data write: 21
3577,4296072098.00,ACK
3578,4296084696.00,Data write: 49
3579,4296164696.00,ACK
3580,4296177344.00,Data write: 00
3581,4296257346.00,ACK
3582,4296269944.00,Data write: 13
3583,4296349944.00,ACK
3584,4296362592.00,Data write: 4E
3585,4296442594.00,ACK
3586,4296455190.00,Data write: 32
3587,4296535192.00,ACK
3588,4296547840.00,Data write: 68
3589,4296627840.00,ACK
3590,4296640436.00,Data write: 8A
3591,4296720438.00,ACK
3592,4296733036.00,Data write: 43
3593,4296813036.00,ACK
3594,4296825636.00,Data write: 70
3595,4296905636.00,ACK
3596,4296918284.00,Data write: 21
3597,4296998284.00,ACK
3598,4297010882.00,Data write: 11
3599,4297090884.00,ACK
3600,4297103532.00,Data write: 43
3601,4297183532.00,ACK
3602,4297196130.00,Data write: 31
3603,4297276130.00,ACK
3604,4297288778.00,Data write: 60
3605,4297368780.00,ACK
3606,4297381378.00,Data write: 0F
3607,4297461378.00,ACK
3608,4297474026.00,Data write: 21
3609,4297554026.00,ACK
3610,4297566622.00,Data write: C9
3611,4297646626.00,ACK
3612,4297659274.00,Data write: 43
3613,4297739274.00,ACK
3614,4297751872.00,Data write: 70
3615,4297831874.00,ACK
3616,4297844520.00,Data write: 50
3617,4297924522.00,ACK
3618,4297937118.00,Data write: F0
3619,4298017120.00,ACK
3620,4298029768.00,Data write: 68
3621,4298109768.00,ACK
3622,4298122366.00,Data write: D6
3623,4298202368.00,ACK
3624,4298215014.00,Data write: C4
3625,4298295016.00,ACK
3626,4298314640.00,Stop
3627,4403746110.00,Start
3628,4403756228.00,Address write: 40
3629,4403826224.00,Write
3630,4403836224.00,ACK
3631,4403848972.00,Data write: 02
3632,4403928972.00,ACK
3633,4403941594.00,Data write: A5
3634,4404021594.00,ACK
3635,4404041294.00,Stop
3636,4507826988.00,Start
3637,4507837106.00,Address write: 40
3638,4507907102.00,Write
3639,4507917102.00,ACK
3640,4507929800.00,Data write: 00
3641,4508009800.00,ACK
3642,4508029910.00,Start repeat
3643,4508040002.00,Address read: 41
3644,4508109998.00,Read
3645,4508119998.00,ACK
3646,4508132496.00,Data read: 03
3647,4508212496.00,NACK
3648,4508232322.00,Stop
3649,4610829506.00,Start
3650,4610839624.00,Address write: 40
3651,4610909620.00,Write
3652,4610919620.00,ACK
3653,4610932392.00,Data write: 06
3654,4611012392.00,ACK
3655,4611032502.00,Start repeat
3656,4611042596.00,Address read: 41
3657,4611112592.00,Read
3658,4611122592.00,ACK
3659,4611135090.00,Data read: 0B
3660,4611215092.00,ACK
3661,4611227712.00,Data read: 00
3662,4611307714.00,NACK
3663,4611327590.00,Stop
3664,4714781260.00,Start
3665,4714791380.00,Address write: 40
3666,4714861376.00,Write
3667,4714871374.00,ACK
3668,4714884122.00,Data write: 20
3669,4714964124.00,ACK
3670,4714984232.00,Start repeat
3671,4714994326.00,Address read: 41
3672,4715064320.00,Read
3673,4715074322.00,ACK
3674,4715086818.00,Data read: 6D
3675,4715166822.00,ACK
3676,4715179466.00,Data read: AC
3677,4715259470.00,ACK
3678,4715272166.00,Data read: 01
3679,4715352168.00,ACK
3680,4715364790.00,Data read: 22
3681,4715444792.00,ACK
3682,4715457488.00,Data read: 02
3683,4715537490.00,ACK
3684,4715550112.00,Data read: 00
3685,4715630114.00,ACK
3686,4715642810.00,Data read: 01
3687,4715722814.00,ACK
3688,4715735408.00,Data read: 00
3689,4715815412.00,ACK
3690,4715828108.00,Data read: 00
3691,4715908110.00,ACK
3692,4715920706.00,Data read: 35
3693,4716000710.00,ACK
3694,4716013406.00,Data read: 09
3695,4716093406.00,NACK
3696,4716113208.00,Stop
3697,4819847050.00,Start
3698,4819857168.00,Address write: 40
3699,4819927164.00,Write
3700,4819937164.00,ACK
3701,4819949910.00,Data write: 02
3702,4820029912.00,ACK
3703,4820042510.00,Data write: 5A
3704,4820122510.00,ACK
3705,4820142208.00,Stop
3706,4924107650.00,Start
3707,4924117768.00,Address write: 40
3708,4924187764.00,Write
3709,4924197764.00,ACK
3710,4924210486.00,Data write: 00
3711,4924290488.00,ACK
3712,4924310622.00,Start repeat
3713,4924320714.00,Address read: 41
3714,4924390710.00,Read
3715,4924400710.00,ACK
3716,4924413208.00,Data read: 00
3717,4924493208.00,NACK
3718,4924513034.00,Stop
3719,5053262892.00,Start
3720,5053273010.00,Address write: 40
3721,5053343006.00,Write
3722,5053353006.00,ACK
3723,5053365752.00,Data write: 20
3724,5053445754.00,ACK
3725,5053458352.00,Data write: 6D
3726,5053538352.00,ACK
3727,5053550998.00,Data write: AC
3728,5053631002.00,ACK
3729,5053643598.00,Data write: 01
3730,5053723600.00,ACK
3731,5053736222.00,Data write: 22
3732,5053816224.00,ACK
3733,5053828820.00,Data write: 03
3734,5053908822.00,ACK
3735,5053921446.00,Data write: 00
3736,5054001446.00,ACK
3737,5054014044.00,Data write: 04
3738,5054094046.00,ACK
3739,5054106692.00,Data write: 02
3740,5054186694.00,ACK
3741,5054199290.00,Data write: 00
3742,5054279292.00,ACK
3743,5054291940.00,Data write: 26
3744,5054371940.00,ACK
3745,5054384538.00,Data write: 00
3746,5054464540.00,ACK
3747,5054477188.00,Data write: 00
3748,5054557188.00,ACK
3749,5054569784.00,Data write: A0
3750,5054649786.00,ACK
3751,5054662434.00,Data write: 43
3752,5054742436.00,ACK
3753,5054755030.00,Data write: F0
3754,5054835034.00,ACK
3755,5054847682.00,Data write: 60
3756,5054927682.00,ACK
3757,5054940280.00,Data write: 70
3758,5055020282.00,ACK
3759,5055032928.00,Data write: 68
3760,5055112930.00,ACK
3761,5055125528.00,Data write: 20
3762,5055205528.00,ACK
3763,5055218176.00,Data write: 43
3764,5055298176.00,ACK
3765,5055310774.00,Data write: 70
3766,5055390776.00,ACK
3767,5055403424.00,Data write: 60
3768,5055483424.00,ACK
3769,5055496022.00,Data write: 0E
3770,5055576022.00,ACK
3771,5055588670.00,Data write: 20
3772,5055668672.00,ACK
3773,5055681270.00,Data write: 29
3774,5055761270.00,ACK
3775,5055773892.00,Data write: 46
3776,5055853894.00,ACK
3777,5055866516.00,Data write: 22
3778,5055946518.00,ACK
3779,5055959166.00,Data write: 46
3780,5056039166.00,ACK
3781,5056051762.00,Data write: FF
3782,5056131766.00,ACK
3783,5056144412.00,Data write: F7
3784,5056224414.00,ACK
3785,5056237010.00,Data write: C6
3786,5056317012.00,ACK
3787,5056329658.00,Data write: FD
3788,5056409660.00,ACK
3789,5056422260.00,Data write: 30
3790,5056502260.00,ACK
3791,5056514908.00,Data write: 68
3792,5056594908.00,ACK
3793,5056607506.00,Data write: 20
3794,5056687508.00,ACK
3795,5056701604.00,Data write: 43
3796,5056781606.00,ACK
3797,5056794254.00,Data write: 30
3798,5056874254.00,ACK
3799,5056886902.00,Data write: 60
3800,5056966904.00,ACK
3801,5056979500.00,Data write: F8
3802,5057059502.00,ACK
3803,5057072148.00,Data write: BD
3804,5057152150.00,ACK
3805,5057164748.00,Data write: 20
3806,5057244750.00,ACK
3807,5057257396.00,Data write: 00
3808,5057337398.00,ACK
3809,5057349996.00,Data write: 02
3810,5057429996.00,ACK
3811,5057442644.00,Data write: 40
3812,5057522646.00,ACK
3813,5057535242.00,Data write: 5A
3814,5057615244.00,ACK
3815,5057627892.00,Data write: 5A
3816,5057707892.00,ACK
3817,5057720490.00,Data write: 00
3818,5057800492.00,ACK
3819,5057813138.00,Data write: 00
3820,5057893140.00,ACK
3821,5057905736.00,Data write: A5
3822,5057985738.00,ACK
3823,5057998384.00,Data write: A5
3824,5058078386.00,ACK
3825,5058090984.00,Data write: 00
3826,5058170986.00,ACK
3827,5058183634.00,Data write: 00
3828,5058263634.00,ACK
3829,5058276230.00,Data write: B0
3830,5058356234.00,ACK
3831,5058368880.00,Data write: 07
3832,5058448882.00,ACK
3833,5058461480.00,Data write: 10
3834,5058541480.00,ACK
3835,5058554128.00,Data write: 00
3836,5058634130.00,ACK
3837,5058646726.00,Data write: 04
3838,5058726728.00,ACK
3839,5058739350.00,Data write: 18
3840,5058819352.00,ACK
3841,5058831948.00,Data write: 02
3842,5058911950.00,ACK
3843,5058924572.00,Data write: 40
3844,5059004574.00,ACK
3845,5059017172.00,Data write: 08
3846,5059097172.00,ACK
3847,5059109820.00,Data write: 0D
3848,5059189822.00,ACK
3849,5059202418.00,Data write: 02
3850,5059282420.00,ACK
3851,5059295068.00,Data write: 40
3852,5059375068.00,ACK
3853,5059387666.00,Data write: 04
3854,5059467668.00,ACK
3855,5059480316.00,Data write: 0C
3856,5059560316.00,ACK
3857,5059572912.00,Data write: 02
3858,5059652914.00,ACK
3859,5059665562.00,Data write: 40
3860,5059745562.00,ACK
3861,5059758160.00,Data write: 04
3862,5059838162.00,ACK
3863,5059850808.00,Data write: 80
3864,5059930810.00,ACK
3865,5059943408.00,Data write: 00
3866,5060023408.00,ACK
3867,5060036056.00,Data write: 40
3868,5060116058.00,ACK
3869,5060128656.00,Data write: 10
3870,5060208656.00,ACK
3871,5060221304.00,Data write: 18
3872,5060301306.00,ACK
3873,5060313902.00,Data write: 00
3874,5060393904.00,ACK
3875,5060406552.00,Data write: 40
3876,5060486552.00,ACK
3877,5060499150.00,Data write: 06
3878,5060579152.00,ACK
3879,5060591800.00,Data write: 49
3880,5060671800.00,ACK
3881,5060684398.00,Data write: 0A
3882,5060764398.00,ACK
3883,5060777022.00,Data write: 68
3884,5060857022.00,ACK
3885,5060869618.00,Data write: FF
3886,5060949620.00,ACK
3887,5060962244.00,Data write: 23
3888,5061042244.00,ACK
3889,5061054840.00,Data write: 9A
3890,5061134844.00,ACK
3891,5061147492.00,Data write: 43
3892,5061227492.00,ACK
3893,5061240090.00,Data write: 02
3894,5061320090.00,ACK
3895,5061332738.00,Data write: 43
3896,5061412738.00,ACK
3897,5061425336.00,Data write: 0A
3898,5061505338.00,ACK
3899,5061517986.00,Data write: 60
3900,5061597986.00,ACK
3901,5061610584.00,Data write: 0A
3902,5061690586.00,ACK
3903,5061703308.00,Data write: 69
3904,5061783308.00,ACK
3905,5061795906.00,Data write: 02
3906,5061875908.00,ACK
3907,5061888506.00,Data write: 20
3908,5061968506.00,ACK
3909,5061981130.00,Data write: 02
3910,5062061130.00,ACK
3911,5062073728.00,Data write: 42
3912,5062153728.00,ACK
3913,5062166374.00,Data write: FB
3914,5062246376.00,ACK
3915,5062258974.00,Data write: D0
3916,5062338976.00,ACK
3917,5062351624.00,Data write: 4A
3918,5062431624.00,ACK
3919,5062444222.00,Data write: 69
3920,5062524224.00,ACK
3921,5062536870.00,Data write: 82
3922,5062616872.00,ACK
3923,5062629470.00,Data write: 43
3924,5062709470.00,ACK
3925,5062722094.00,Data write: 4A
3926,5062802094.00,ACK
3927,5062814692.00,Data write: 61
3928,5062894692.00,ACK
3929,5062907316.00,Data write: 70
3930,5062987316.00,ACK
3931,5062999914.00,Data write: 47
3932,5063079914.00,ACK
3933,5063092562.00,Data write: 00
3934,5063172564.00,ACK
3935,5063185160.00,Data write: 80
3936,5063265162.00,ACK
3937,5063277810.00,Data write: 00
3938,5063357812.00,ACK
3939,5063370410.00,Data write: 40
3940,5063450410.00,ACK
3941,5063463056.00,Data write: 80
3942,5063543058.00,ACK
3943,5063555654.00,Data write: B5
3944,5063635656.00,ACK
3945,5063648304.00,Data write: 00
3946,5063728306.00,ACK
3947,5063740902.00,Data write: F0
3948,5063820904.00,ACK
3949,5063833552.00,Data write: 09
3950,5063913552.00,ACK
3951,5063926150.00,Data write: F8
3952,5064006152.00,ACK
3953,5064018798.00,Data write: 80
3954,5064098800.00,ACK
3955,5064111396.00,Data write: BD
3956,5064191400.00,ACK
3957,5064204046.00,Data write: 81
3958,5064284048.00,ACK
3959,5064296644.00,Data write: B0
3960,5064376646.00,ACK
3961,5064389294.00,Data write: 00
3962,5064469296.00,ACK
3963,5064481894.00,Data write: 20
3964,5064561894.00,ACK
3965,5064574542.00,Data write: 00
3966,5064654542.00,ACK
3967,5064667138.00,Data write: 90
3968,5064747140.00,ACK
3969,5064759764.00,Data write: 00
3970,5064839764.00,ACK
3971,5064852360.00,Data write: 98
3972,5064932364.00,ACK
3973,5064944986.00,Data write: 00
3974,5065024988.00,ACK
3975,5065037584.00,Data write: 28
3976,5065117586.00,ACK
3977,5065130232.00,Data write: FC
3978,5065210234.00,ACK
3979,5065222832.00,Data write: D0
3980,5065302834.00,ACK
3981,5065315482.00,Data write: 01
3982,5065395482.00,ACK
3983,5065408078.00,Data write: B0
3984,5065488080.00,ACK
3985,5065500728.00,Data write: 70
3986,5065580728.00,ACK
3987,5065593328.00,Data write: 47
3988,5065673328.00,ACK
3989,5065685974.00,Data write: 70
3990,5065765976.00,ACK
3991,5065778574.00,Data write: 47
3992,5065858574.00,ACK
3993,5065871270.00,Data write: 80
3994,5065951274.00,ACK
3995,5065963870.00,Data write: B5
3996,5066043872.00,ACK
3997,5066056518.00,Data write: FF
3998,5066136520.00,ACK
3999,5066149118.00,Data write: F7
4000,5066229120.00,ACK
4001,5066241768.00,Data write: 5E
4002,5066321770.00,ACK
4003,5066334364.00,Data write: FF
4004,5066414366.00,ACK
4005,5066427016.00,Data write: 00
4006,5066507016.00,ACK
4007,5066519612.00,Data write: F0
4008,5066599614.00,ACK
4009,5066612260.00,Data write: 8A
4010,5066692264.00,ACK
4011,5066704858.00,Data write: F9
4012,5066784862.00,ACK
4013,5066797558.00,Data write: 80
4014,5066877560.00,ACK
4015,5066890156.00,Data write: BD
4016,5066970158.00,ACK
4017,5066982808.00,Data write: 00
4018,5067062808.00,ACK
4019,5067075406.00,Data write: 00
4020,5067155406.00,ACK
4021,5067168052.00,Data write: 80
4022,5067248056.00,ACK
4023,5067260652.00,Data write: B5
4024,5067340654.00,ACK
4025,5067353302.00,Data write: 01
4026,5067433302.00,ACK
4027,5067445900.00,Data write: 20
4028,5067525902.00,ACK
4029,5067538548.00,Data write: 00
4030,5067618550.00,ACK
4031,5067631148.00,Data write: 03
4032,5067711148.00,ACK
4033,5067723746.00,Data write: 01
4034,5067803746.00,ACK
4035,5067816346.00,Data write: 68
4036,5067896346.00,ACK
4037,5067908994.00,Data write: 06
4038,5067988994.00,ACK
4039,5068001592.00,Data write: 4A
4040,5068081594.00,ACK
4041,5068094240.00,Data write: 89
4042,5068174242.00,ACK
4043,5068186840.00,Data write: 18
4044,5068266842.00,ACK
4045,5068279486.00,Data write: C9
4046,5068359488.00,ACK
4047,5068372086.00,Data write: 0A
4048,5068452088.00,ACK
4049,5068464736.00,Data write: 02
4050,5068544736.00,ACK
4051,5068557334.00,Data write: 29
4052,5068637334.00,ACK
4053,5068649982.00,Data write: 07
4054,5068729984.00,ACK
4055,5068742578.00,Data write: D8
4056,5068822584.00,ACK
4057,5068835230.00,Data write: 41
4058,5068915230.00,ACK
4059,5068927828.00,Data write: 68
4060,5069007830.00,ACK
4061,5069020478.00,Data write: 04
4062,5069100478.00,ACK
4063,5069113076.00,Data write: 4A
4064,5069193078.00,ACK
4065,5069205724.00,Data write: 11
4066,5069285726.00,ACK
4067,5069298324.00,Data write: 60
4068,5069378324.00,ACK
4069,5069390972.00,Data write: 00
4070,5069470974.00,ACK
4071,5069483572.00,Data write: 68
4072,5069563572.00,ACK
4073,5069576218.00,Data write: 80
4074,5069656220.00,ACK
4075,5069668816.00,Data write: F3
4076,5069748818.00,ACK
4077,5069761418.00,Data write: 08
4078,5069841418.00,ACK
4079,5069854014.00,Data write: 88
4080,5069934016.00,ACK
4081,5069946664.00,Data write: 10
4082,5070026666.00,ACK
4083,5070039264.00,Data write: 68
4084,5070119264.00,ACK
4085,5070131910.00,Data write: 80
4086,5070211912.00,ACK
4087,5070224510.00,Data write: 47
4088,5070304510.00,ACK
4089,5070317156.00,Data write: 80
4090,5070397160.00,ACK
4091,5070409756.00,Data write: BD
4092,5070489758.00,ACK
4093,5070502404.00,Data write: FF
4094,5070582406.00,ACK
4095,5070595004.00,Data write: FF
4096,5070675006.00,ACK
4097,5070687652.00,Data write: FF
4098,5070767654.00,ACK
4099,5070780250.00,Data write: DF
4100,5070860252.00,ACK
4101,5070872902.00,Data write: 10
4102,5070952902.00,ACK
4103,5070965500.00,Data write: 00
4104,5071045500.00,ACK
4105,5071058148.00,Data write: 00
4106,5071138150.00,ACK
4107,5071150746.00,Data write: 20
4108,5071230748.00,ACK
4109,5071243394.00,Data write: 80
4110,5071323396.00,ACK
4111,5071335992.00,Data write: B5
4112,5071415994.00,ACK
4113,5071428642.00,Data write: 00
4114,5071508644.00,ACK
4115,5071521240.00,Data write: F0
4116,5071601242.00,ACK
4117,5071613888.00,Data write: 89
4118,5071693892.00,ACK
4119,5071706488.00,Data write: F8
4120,5071786490.00,ACK
4121,5071799138.00,Data write: 00
4122,5071879138.00,ACK
4123,5071891736.00,Data write: 28
4124,5071971738.00,ACK
4125,5071984382.00,Data write: FB
4126,5072064386.00,ACK
4127,5072076982.00,Data write: D1
4128,5072156984.00,ACK
4129,5072169630.00,Data write: FF
4130,5072249632.00,ACK
4131,5072262230.00,Data write: F7
4132,5072342232.00,ACK
4133,5072354880.00,Data write: 05
4134,5072434880.00,ACK
4135,5072447476.00,Data write: FF
4136,5072527480.00,ACK
4137,5072540126.00,Data write: FF
4138,5072620128.00,ACK
4139,5072632724.00,Data write: F7
4140,5072712726.00,ACK
4141,5072725348.00,Data write: E1
4142,5072805350.00,ACK
4143,5072817946.00,Data write: FF
4144,5072897948.00,ACK
4145,5072910570.00,Data write: FE
4146,5072990572.00,ACK
4147,5073003168.00,Data write: E7
4148,5073083170.00,ACK
4149,5073095816.00,Data write: 80
4150,5073175820.00,ACK
4151,5073188416.00,Data write: B5
4152,5073268418.00,ACK
4153,5073281066.00,Data write: 0F
4154,5073361068.00,ACK
4155,5073373666.00,Data write: 20
4156,5073453666.00,ACK
4157,5073466314.00,Data write: 00
4158,5073546314.00,ACK
4159,5073558912.00,Data write: 02
4160,5073638914.00,ACK
4161,5073651562.00,Data write: 00
4162,5073731562.00,ACK
4163,5073744160.00,Data write: 68
4164,5073824160.00,ACK
4165,5073836808.00,Data write: 02
4166,5073916810.00,ACK
4167,5073929408.00,Data write: 49
4168,5074009408.00,ACK
4169,5074022054.00,Data write: 88
4170,5074102056.00,ACK
4171,5074114654.00,Data write: 42
4172,5074194656.00,ACK
4173,5074207302.00,Data write: 01
4174,5074287304.00,ACK
4175,5074299900.00,Data write: D0
4176,5074379904.00,ACK
4177,5074392548.00,Data write: FF
4178,5074472550.00,ACK
4179,5074485148.00,Data write: F7
4180,5074565150.00,ACK
4181,5074577796.00,Data write: D7
4182,5074657798.00,ACK
4183,5074670394.00,Data write: FF
4184,5074750396.00,ACK
4185,5074763018.00,Data write: 80
4186,5074843022.00,ACK
4187,5074855616.00,Data write: BD
4188,5074935620.00,ACK
4189,5074948242.00,Data write: 23
4190,5075028244.00,ACK
4191,5075040842.00,Data write: 01
4192,5075120842.00,ACK
4193,5075133488.00,Data write: 89
4194,5075213490.00,ACK
4195,5075226088.00,Data write: 67
4196,5075306088.00,ACK
