Id,Time[ns],0:I²C: Address/Data
28107,3180222016.00,ACK
28108,3180227014.00,Data write: 99
28109,3180249524.00,ACK
28110,3180254592.00,Data write: 4A
28111,3180277074.00,ACK
28112,3180282090.00,Data write: 1E
28113,3180304602.00,ACK
28114,3180309666.00,Data write: 04
28115,3180332174.00,ACK
28116,3180337188.00,Data write: 92
28117,3180359702.00,ACK
28118,3180364764.00,Data write: 09
28119,3180387294.00,ACK
28120,3180392290.00,Data write: 23
28121,3180414824.00,ACK
28122,3180419888.00,Data write: 00
28123,3180442374.00,ACK
28124,3180447388.00,Data write: 29
28125,3180469902.00,ACK
28126,3180474960.00,Data write: F1
28127,3180497450.00,ACK
28128,3180502460.00,Data write: D1
28129,3180524962.00,ACK
28130,3180530012.00,Data write: 0A
28131,3180552488.00,ACK
28132,3180557484.00,Data write: E0
28133,3180579996.00,ACK
28134,3180585062.00,Data write: 0B
28135,3180607564.00,ACK
28136,3180612562.00,Data write: 46
28137,3180635072.00,ACK
28138,3180640110.00,Data write: 08
28139,3180662622.00,ACK
28140,3180667608.00,Data write: E0
28141,3180690096.00,ACK
28142,3180695160.00,Data write: 00
28143,3180717644.00,ACK
28144,3180722660.00,Data write: 23
28145,3180745176.00,ACK
28146,3180750208.00,Data write: 23
28147,3180772706.00,ACK
28148,3180777708.00,Data write: 61
28149,3180800216.00,ACK
28150,3180805284.00,Data write: 68
28151,3180827768.00,ACK
28152,3180832784.00,Data write: 48
28153,3180855300.00,ACK
28154,3180860354.00,Data write: E0
28155,3180882870.00,ACK
28156,3180888158.00,Data write: 60
28157,3180910650.00,ACK
28158,3180915754.00,Data write: E6
28159,3180938262.00,ACK
28160,3180943306.00,Data write: 60
28161,3180965788.00,ACK
28162,3180970906.00,Data write: 20
28163,3180993420.00,ACK
28164,3180998406.00,Data write: 68
28165,3181020888.00,ACK
28166,3181025956.00,Data write: 01
28167,3181048452.00,ACK
28168,3181053452.00,Data write: 99
28169,3181075960.00,ACK
28170,3181081004.00,Data write: 08
28171,3181103508.00,ACK
28172,3181108504.00,Data write: 43
28173,3181130990.00,ACK
28174,3181136054.00,Data write: 20
28175,3181158536.00,ACK
28176,3181163554.00,Data write: 60
28177,3181186064.00,ACK
28178,3181191102.00,Data write: 18
28179,3181213594.00,ACK
28180,3181218602.00,Data write: 46
28181,3181241104.00,ACK
28182,3181246152.00,Data write: 05
28183,3181268634.00,ACK
28184,3181273648.00,Data write: B0
28185,3181296166.00,ACK
28186,3181301198.00,Data write: F0
28187,3181323710.00,ACK
28188,3181328698.00,Data write: BD
28189,3181351218.00,ACK
28190,3181356272.00,Data write: C0
28191,3181378808.00,ACK
28192,3181383874.00,Data write: 46
28193,3181406356.00,ACK
28194,3181411396.00,Data write: FF
28195,3181433882.00,ACK
28196,3181438896.00,Data write: FF
28197,3181461388.00,ACK
28198,3181466450.00,Data write: 00
28199,3181488956.00,ACK
28200,3181493974.00,Data write: 00
28201,3181516480.00,ACK
28202,3181521548.00,Data write: 02
28203,3181544030.00,ACK
28204,3181549048.00,Data write: 48
28205,3181571576.00,ACK
28206,3181576598.00,Data write: 01
28207,3181599082.00,ACK
28208,3181604096.00,Data write: 68
28209,3181626608.00,ACK
28210,3181631672.00,Data write: 01
28211,3181654180.00,ACK
28212,3181659196.00,Data write: 20
28213,3181681708.00,ACK
28214,3181686770.00,Data write: 08
28215,3181709298.00,ACK
28216,3181714296.00,Data write: 40
28217,3181736788.00,ACK
28218,3181741844.00,Data write: 70
28219,3181764324.00,ACK
28220,3181769294.00,Data write: 47
28221,3181791788.00,ACK
28222,3181796842.00,Data write: C0
28223,3181819332.00,ACK
28224,3181824344.00,Data write: 46
28225,3181846878.00,ACK
28226,3181851944.00,Data write: 18
28227,3181874430.00,ACK
28228,3181879442.00,Data write: 18
28229,3181901932.00,ACK
28230,3181906992.00,Data write: 00
28231,3181929478.00,ACK
28232,3181934492.00,Data write: 40
28233,3181957004.00,ACK
28234,3181962066.00,Data write: 6C
28235,3181984552.00,ACK
28236,3181989566.00,Data write: 48
28237,3182012080.00,ACK
28238,3182017140.00,Data write: 00
28239,3182039628.00,ACK
28240,3182044640.00,Data write: 68
28241,3182067180.00,ACK
28242,3182072238.00,Data write: C0
28243,3182094728.00,ACK
28244,3182099736.00,Data write: B2
28245,3182122236.00,ACK
28246,3182127290.00,Data write: 70
28247,3182149782.00,ACK
28248,3182154790.00,Data write: 47
28249,3182177306.00,ACK
28250,3182182364.00,Data write: 05
28251,3182204852.00,ACK
28252,3182209864.00,Data write: 48
28253,3182232380.00,ACK
28254,3182237438.00,Data write: 01
28255,3182259928.00,ACK
28256,3182264936.00,Data write: 68
28257,3182287476.00,ACK
28258,3182292538.00,Data write: 14
28259,3182315026.00,ACK
28260,3182320036.00,Data write: 20
28261,3182342514.00,ACK
28262,3182347562.00,Data write: 08
28263,3182370044.00,ACK
28264,3182375060.00,Data write: 40
28265,3182397554.00,ACK
28266,3182402586.00,Data write: 70
28267,3182425096.00,ACK
28268,3182430086.00,Data write: 47
28269,3182452602.00,ACK
28270,3182457658.00,Data write: C0
28271,3182480170.00,ACK
28272,3182485184.00,Data write: 46
28273,3182507676.00,ACK
28274,3182512734.00,Data write: 02
28275,3182535224.00,ACK
28276,3182540234.00,Data write: 48
28277,3182562732.00,ACK
28278,3182567782.00,Data write: 01
28279,3182590280.00,ACK
28280,3182595282.00,Data write: 68
28281,3182617788.00,ACK
28282,3182622832.00,Data write: 01
28283,3182645314.00,ACK
28284,3182650332.00,Data write: 20
28285,3182672838.00,ACK
28286,3182677882.00,Data write: 08
28287,3182700384.00,ACK
28288,3182705380.00,Data write: 40
28289,3182727894.00,ACK
28290,3182732956.00,Data write: 70
28291,3182755482.00,ACK
28292,3182760480.00,Data write: 47
28293,3182782968.00,ACK
28294,3182788028.00,Data write: C0
28295,3182810518.00,ACK
28296,3182815530.00,Data write: 46
28297,3182838044.00,ACK
28298,3182843080.00,Data write: 10
28299,3182865570.00,ACK
28300,3182870576.00,Data write: 80
28301,3182893078.00,ACK
28302,3182898128.00,Data write: 00
28303,3182920624.00,ACK
28304,3182925628.00,Data write: 40
28305,3182948130.00,ACK
28306,3182953178.00,Data write: 10
28307,3182975680.00,ACK
28308,3182980674.00,Data write: B5
28309,3183003188.00,ACK
28310,3183008252.00,Data write: 19
28311,3183030778.00,ACK
28312,3183035776.00,Data write: 48
28313,3183058262.00,ACK
28314,3183063326.00,Data write: 01
28315,3183085814.00,ACK
28316,3183090826.00,Data write: 68
28317,3183113342.00,ACK
28318,3183118376.00,Data write: 56
28319,3183140870.00,ACK
28320,3183145874.00,Data write: 48
28321,3183168374.00,ACK
28322,3183173422.00,Data write: 81
28323,3183195900.00,ACK
28324,3183200874.00,Data write: 60
28325,3183223366.00,ACK
28326,3183228424.00,Data write: 51
28327,3183250934.00,ACK
28328,3183255948.00,Data write: 49
28329,3183278458.00,ACK
28330,3183283522.00,Data write: 51
28331,3183306048.00,ACK
28332,3183311046.00,Data write: 4A
28333,3183333534.00,ACK
28334,3183338570.00,Data write: CA
28335,3183361058.00,ACK
28336,3183366072.00,Data write: 60
28337,3183388606.00,ACK
28338,3183393672.00,Data write: 51
28339,3183416172.00,ACK
28340,3183421170.00,Data write: 4A
28341,3183443658.00,ACK
28342,3183448718.00,Data write: CA
28343,3183471246.00,ACK
28344,3183476244.00,Data write: 60
28345,3183498754.00,ACK
28346,3183503820.00,Data write: 0A
28347,3183526324.00,ACK
28348,3183531320.00,Data write: 68
28349,3183553834.00,ACK
28350,3183558870.00,Data write: 0C
28351,3183581386.00,ACK
28352,3183586368.00,Data write: 23
28353,3183608854.00,ACK
28354,3183613914.00,Data write: 9A
28355,3183636406.00,ACK
28356,3183641418.00,Data write: 43
28357,3183663936.00,ACK
28358,3183668968.00,Data write: 0A
28359,3183691466.00,ACK
28360,3183696466.00,Data write: 60
28361,3183718972.00,ACK
28362,3183724014.00,Data write: C1
28363,3183746498.00,ACK
28364,3183751516.00,Data write: 69
28365,3183774024.00,ACK
28366,3183779066.00,Data write: 13
28367,3183801578.00,ACK
28368,3183806564.00,Data write: 4A
28369,3183829044.00,ACK
28370,3183834064.00,Data write: 11
28371,3183856554.00,ACK
28372,3183861564.00,Data write: 40
28373,3183884062.00,ACK
28374,3183889160.00,Data write: C1
28375,3183911674.00,ACK
28376,3183916764.00,Data write: 61
28377,3183939244.00,ACK
28378,3183944364.00,Data write: 41
28379,3183966876.00,ACK
28380,3183971864.00,Data write: 6A
28381,3183994340.00,ACK
28382,3183999362.00,Data write: 11
28383,3184021888.00,ACK
28384,3184026862.00,Data write: 40
28385,3184049356.00,ACK
28386,3184054410.00,Data write: 41
28387,3184076946.00,ACK
28388,3184081960.00,Data write: 62
28389,3184104452.00,ACK
28390,3184109510.00,Data write: 01
28391,3184132002.00,ACK
28392,3184137010.00,Data write: 21
28393,3184159530.00,ACK
28394,3184164560.00,Data write: 0A
28395,3184187058.00,ACK
28396,3184192060.00,Data write: 07
28397,3184214570.00,ACK
28398,3184219634.00,Data write: 43
28399,3184242120.00,ACK
28400,3184247134.00,Data write: 6A
28401,3184269632.00,ACK
28402,3184274660.00,Data write: 13
28403,3184297186.00,ACK
28404,3184302158.00,Data write: 43
28405,3184324654.00,ACK
28406,3184329708.00,Data write: 43
28407,3184352246.00,ACK
28408,3184357258.00,Data write: 62
28409,3184379738.00,ACK
28410,3184384808.00,Data write: 08
28411,3184407290.00,ACK
28412,3184412306.00,Data write: 22
28413,3184434800.00,ACK
28414,3184439854.00,Data write: D3
28415,3184462370.00,ACK
28416,3184467356.00,Data write: 43
28417,3184489880.00,ACK
28418,3184494928.00,Data write: C4
28419,3184517448.00,ACK
28420,3184522456.00,Data write: 69
28421,3184544954.00,ACK
28422,3184550004.00,Data write: 1C
28423,3184572486.00,ACK
28424,3184577454.00,Data write: 40
28425,3184599948.00,ACK
28426,3184605002.00,Data write: C4
28427,3184627512.00,ACK
28428,3184632528.00,Data write: 61
28429,3184655038.00,ACK
28430,3184660104.00,Data write: 44
28431,3184682630.00,ACK
28432,3184687628.00,Data write: 6A
28433,3184710116.00,ACK
28434,3184715152.00,Data write: 1C
28435,3184737642.00,ACK
28436,3184742652.00,Data write: 40
28437,3184765186.00,ACK
28438,3184770252.00,Data write: 44
28439,3184792732.00,ACK
28440,3184797752.00,Data write: 62
28441,3184820284.00,ACK
28442,3184825352.00,Data write: 43
28443,3184847870.00,ACK
28444,3184852850.00,Data write: 6A
28445,3184875356.00,ACK
28446,3184880400.00,Data write: 13
28447,3184902878.00,ACK
28448,3184907850.00,Data write: 43
28449,3184930364.00,ACK
28450,3184935424.00,Data write: 43
28451,3184957914.00,ACK
28452,3184962924.00,Data write: 62
28453,3184985462.00,ACK
28454,3184990524.00,Data write: 4A
28455,3185013034.00,ACK
28456,3185018048.00,Data write: 02
28457,3185040540.00,ACK
28458,3185045598.00,Data write: 03
28459,3185068090.00,ACK
28460,3185073096.00,Data write: 68
28461,3185095602.00,ACK
28462,3185100644.00,Data write: 93
28463,3185123152.00,ACK
28464,3185128146.00,Data write: 43
28465,3185150660.00,ACK
28466,3185155720.00,Data write: 03
28467,3185178252.00,ACK
28468,3185183246.00,Data write: 60
28469,3185205738.00,ACK
28470,3185210792.00,Data write: CA
28471,3185233290.00,ACK
28472,3185238294.00,Data write: 43
28473,3185260802.00,ACK
28474,3185265844.00,Data write: 03
28475,3185288334.00,ACK
28476,3185293344.00,Data write: 6A
28477,3185315848.00,ACK
28478,3185320894.00,Data write: 13
28479,3185343376.00,ACK
28480,3185348394.00,Data write: 40
28481,3185370908.00,ACK
28482,3185375944.00,Data write: 03
28483,3185398442.00,ACK
28484,3185403442.00,Data write: 62
28485,3185425950.00,ACK
28486,3185431014.00,Data write: 83
28487,3185453520.00,ACK
28488,3185458516.00,Data write: 6A
28489,3185481032.00,ACK
28490,3185486092.00,Data write: 13
28491,3185508598.00,ACK
28492,3185513616.00,Data write: 40
28493,3185536104.00,ACK
28494,3185541138.00,Data write: 83
28495,3185563634.00,ACK
28496,3185568640.00,Data write: 62
28497,3185591180.00,ACK
28498,3185596236.00,Data write: 82
28499,3185618728.00,ACK
28500,3185623740.00,Data write: 6A
28501,3185646276.00,ACK
28502,3185651340.00,Data write: 0A
28503,3185673822.00,ACK
28504,3185678838.00,Data write: 43
28505,3185701330.00,ACK
28506,3185706384.00,Data write: 82
28507,3185728880.00,ACK
28508,3185733888.00,Data write: 62
28509,3185756390.00,ACK
28510,3185761436.00,Data write: 10
28511,3185783918.00,ACK
28512,3185788934.00,Data write: BD
28513,3185811466.00,ACK
28514,3185816508.00,Data write: BC
28515,3185838998.00,ACK
28516,3185844012.00,Data write: 07
28517,3185866508.00,ACK
28518,3185871536.00,Data write: 10
28519,3185894014.00,ACK
28520,3185899010.00,Data write: 00
28521,3185921520.00,ACK
28522,3185926582.00,Data write: FF
28523,3185949094.00,ACK
28524,3185954106.00,Data write: FF
28525,3185976620.00,ACK
28526,3185981682.00,Data write: FF
28527,3186004210.00,ACK
28528,3186009206.00,Data write: EF
28529,3186031698.00,ACK
28530,3186036730.00,Data write: F8
28531,3186059226.00,ACK
28532,3186064230.00,Data write: B5
28533,3186086770.00,ACK
28534,3186091832.00,Data write: 37
28535,3186114324.00,ACK
28536,3186119332.00,Data write: 49
28537,3186141832.00,ACK
28538,3186146882.00,Data write: 37
28539,3186169362.00,ACK
28540,3186174332.00,Data write: 48
28541,3186196830.00,ACK
28542,3186201878.00,Data write: C8
28543,3186224396.00,ACK
28544,3186229406.00,Data write: 60
28545,3186251922.00,ACK
28546,3186256980.00,Data write: 37
28547,3186279512.00,ACK
28548,3186284530.00,Data write: 48
28549,3186307020.00,ACK
28550,3186312076.00,Data write: C8
28551,3186334570.00,ACK
28552,3186339578.00,Data write: 60
28553,3186362094.00,ACK
28554,3186367128.00,Data write: 0A
28555,3186389496.00,ACK
28556,3186394504.00,Data write: 68
28557,3186417002.00,ACK
28558,3186422028.00,Data write: 0C
28559,3186444508.00,ACK
28560,3186449502.00,Data write: 20
28561,3186472014.00,ACK
28562,3186477074.00,Data write: 82
28563,3186499584.00,ACK
28564,3186504602.00,Data write: 43
28565,3186527108.00,ACK
28566,3186532126.00,Data write: 04
28567,3186554612.00,ACK
28568,3186559626.00,Data write: 26
28569,3186582116.00,ACK
28570,3186587176.00,Data write: 32
28571,3186609662.00,ACK
28572,3186614674.00,Data write: 43
28573,3186637190.00,ACK
28574,3186642224.00,Data write: 0A
28575,3186664718.00,ACK
28576,3186669724.00,Data write: 60
28577,3186692228.00,ACK
28578,3186697274.00,Data write: 34
28579,3186719754.00,ACK
28580,3186724724.00,Data write: 49
28581,3186747220.00,ACK
28582,3186752272.00,Data write: 09
28583,3186774788.00,ACK
28584,3186779798.00,Data write: 68
28585,3186802316.00,ACK
28586,3186807372.00,Data write: 34
28587,3186829906.00,ACK
28588,3186834922.00,Data write: 4F
28589,3186857412.00,ACK
28590,3186862470.00,Data write: B9
28591,3186884960.00,ACK
28592,3186890022.00,Data write: 60
28593,3186912524.00,ACK
28594,3186917620.00,Data write: 01
28595,3186940158.00,ACK
28596,3186945220.00,Data write: 24
28597,3186967706.00,ACK
28598,3186972770.00,Data write: 21
28599,3186995272.00,ACK
28600,3187000270.00,Data write: 07
28601,3187022778.00,ACK
28602,3187027816.00,Data write: FA
28603,3187050308.00,ACK
28604,3187055320.00,Data write: 69
28605,3187077854.00,ACK
28606,3187082918.00,Data write: 0A
28607,3187105422.00,ACK
28608,3187110418.00,Data write: 43
28609,3187132922.00,ACK
28610,3187137968.00,Data write: FA
28611,3187160446.00,ACK
28612,3187165418.00,Data write: 61
28613,3187187908.00,ACK
28614,3187192968.00,Data write: 32
28615,3187215476.00,ACK
28616,3187220490.00,Data write: 49
28617,3187243006.00,ACK
28618,3187248066.00,Data write: 0A
28619,3187270594.00,ACK
28620,3187275592.00,Data write: 68
28621,3187298078.00,ACK
28622,3187303114.00,Data write: 02
28623,3187325608.00,ACK
28624,3187330616.00,Data write: 23
28625,3187353118.00,ACK
28626,3187358166.00,Data write: 1A
28627,3187380650.00,ACK
28628,3187385664.00,Data write: 43
28629,3187408164.00,ACK
28630,3187413214.00,Data write: 0A
28631,3187435732.00,ACK
28632,3187440714.00,Data write: 60
28633,3187463222.00,ACK
28634,3187468286.00,Data write: FC
28635,3187490772.00,ACK
28636,3187495788.00,Data write: 25
28637,3187518298.00,ACK
28638,3187523362.00,Data write: 30
28639,3187545870.00,ACK
28640,3187550886.00,Data write: 4A
28641,3187573398.00,ACK
28642,3187578462.00,Data write: 50
28643,3187600990.00,ACK
28644,3187605986.00,Data write: 59
28645,3187628472.00,ACK
28646,3187633508.00,Data write: DB
28647,3187656002.00,ACK
28648,3187661010.00,Data write: 43
28649,3187683548.00,ACK
28650,3187688610.00,Data write: 18
28651,3187711094.00,ACK
28652,3187716110.00,Data write: 40
28653,3187738642.00,ACK
28654,3187743708.00,Data write: 50
28655,3187766192.00,ACK
28656,3187771208.00,Data write: 51
28657,3187793702.00,ACK
28658,3187798758.00,Data write: 48
28659,3187821252.00,ACK
28660,3187826258.00,Data write: 68
28661,3187848762.00,ACK
28662,3187853808.00,Data write: 18
28663,3187876290.00,ACK
28664,3187886680.00,Data write: 40
28665,3187909194.00,ACK
28666,3187914306.00,Data write: 48
28667,3187936804.00,ACK
28668,3187941856.00,Data write: 60
28669,3187964332.00,ACK
28670,3187969406.00,Data write: 14
28671,3187991904.00,ACK
28672,3187996906.00,Data write: 60
28673,3188019420.00,ACK
28674,3188024480.00,Data write: 50
28675,3188047014.00,ACK
28676,3188052006.00,Data write: 59
28677,3188074482.00,ACK
28678,3188079504.00,Data write: 30
28679,3188102016.00,ACK
28680,3188107004.00,Data write: 43
28681,3188129480.00,ACK
28682,3188134504.00,Data write: 50
28683,3188157010.00,ACK
28684,3188162004.00,Data write: 51
28685,3188184502.00,ACK
28686,3188189550.00,Data write: 88
28687,3188212034.00,ACK
28688,3188217002.00,Data write: 69
28689,3188239506.00,ACK
28690,3188244552.00,Data write: 30
28691,3188267058.00,ACK
28692,3188272076.00,Data write: 43
28693,3188294590.00,ACK
28694,3188299648.00,Data write: 88
28695,3188322188.00,ACK
28696,3188327200.00,Data write: 61
28697,3188349696.00,ACK
28698,3188354750.00,Data write: 48
28699,3188377250.00,ACK
28700,3188382250.00,Data write: 68
28701,3188404758.00,ACK
28702,3188409796.00,Data write: B0
28703,3188432286.00,ACK
28704,3188437300.00,Data write: 43
28705,3188459838.00,ACK
28706,3188464898.00,Data write: 48
28707,3188487410.00,ACK
28708,3188492398.00,Data write: 60
28709,3188514914.00,ACK
28710,3188519972.00,Data write: 54
28711,3188542460.00,ACK
28712,3188547472.00,Data write: 60
28713,3188569988.00,ACK
28714,3188575044.00,Data write: F8
28715,3188597554.00,ACK
28716,3188602546.00,Data write: 69
28717,3188625060.00,ACK
28718,3188630096.00,Data write: 08
28719,3188652608.00,ACK
28720,3188657596.00,Data write: 21
28721,3188680092.00,ACK
28722,3188685144.00,Data write: 01
28723,3188707640.00,ACK
28724,3188712646.00,Data write: 43
28725,3188735152.00,ACK
28726,3188740192.00,Data write: F9
28727,3188762680.00,ACK
28728,3188767694.00,Data write: 61
28729,3188790186.00,ACK
28730,3188795244.00,Data write: 25
28731,3188817734.00,ACK
28732,3188822744.00,Data write: 48
28733,3188845262.00,ACK
28734,3188850292.00,Data write: 00
28735,3188872810.00,ACK
28736,3188877792.00,Data write: 21
28737,3188900276.00,ACK
28738,3188905342.00,Data write: 01
28739,3188927868.00,ACK
28740,3188932866.00,Data write: 60
28741,3188955356.00,ACK
28742,3188960392.00,Data write: 50
28743,3188982884.00,ACK
28744,3188987892.00,Data write: 22
28745,3189010392.00,ACK
28746,3189015442.00,Data write: 02
28747,3189037920.00,ACK
28748,3189042890.00,Data write: 60
28749,3189065368.00,ACK
28750,3189070390.00,Data write: 03
28751,3189092902.00,ACK
28752,3189097890.00,Data write: 25
28753,3189120410.00,ACK
28754,3189125464.00,Data write: 6A
28755,3189147984.00,ACK
28756,3189152990.00,Data write: 02
28757,3189175494.00,ACK
28758,3189180538.00,Data write: 03
28759,3189203042.00,ACK
28760,3189208038.00,Data write: 68
28761,3189230534.00,ACK
28762,3189235586.00,Data write: 93
28763,3189258084.00,ACK
28764,3189263088.00,Data write: 43
28765,3189285592.00,ACK
28766,3189290634.00,Data write: A2
28767,3189313120.00,ACK
28768,3189318136.00,Data write: 02
28769,3189340626.00,ACK
28770,3189345686.00,Data write: 1A
28771,3189368174.00,ACK
28772,3189373186.00,Data write: 43
28773,3189395698.00,ACK
28774,3189400760.00,Data write: 02
28775,3189423290.00,ACK
28776,3189428286.00,Data write: 60
28777,3189450796.00,ACK
28778,3189455860.00,Data write: 68
28779,3189478362.00,ACK
28780,3189483358.00,Data write: 22
28781,3189505868.00,ACK
28782,3189510934.00,Data write: 42
28783,3189533456.00,ACK
28784,3189538458.00,Data write: 61
28785,3189560940.00,ACK
28786,3189565982.00,Data write: 01
28787,3189588466.00,ACK
28788,3189593482.00,Data write: 61
28789,3189616010.00,ACK
28790,3189621058.00,Data write: 02
28791,3189643536.00,ACK
28792,3189648532.00,Data write: 68
28793,3189671044.00,ACK
28794,3189676082.00,Data write: 22
28795,3189698572.00,ACK
28796,3189703580.00,Data write: 43
28797,3189726096.00,ACK
28798,3189731156.00,Data write: 02
28799,3189753670.00,ACK
28800,3189758680.00,Data write: 60
28801,3189781198.00,ACK
28802,3189786254.00,Data write: 09
28803,3189808786.00,ACK
28804,3189813778.00,Data write: 20
28805,3189836274.00,ACK
28806,3189841328.00,Data write: 22
28807,3189863822.00,ACK
28808,3189868828.00,Data write: 46
28809,3189891328.00,ACK
28810,3189896376.00,Data write: FF
28811,3189918874.00,ACK
28812,3189923874.00,Data write: F7
28813,3189946382.00,ACK
28814,3189951424.00,Data write: EA
28815,3189973908.00,ACK
28816,3189978874.00,Data write: FD
28817,3190001378.00,ACK
28818,3190006426.00,Data write: 14
28819,3190028926.00,ACK
28820,3190033926.00,Data write: 48
28821,3190056434.00,ACK
28822,3190061476.00,Data write: 78
28823,3190083984.00,ACK
28824,3190088976.00,Data write: 60
28825,3190111454.00,ACK
28826,3190116476.00,Data write: 14
28827,3190138984.00,ACK
28828,3190143976.00,Data write: 48
28829,3190166490.00,ACK
28830,3190171550.00,Data write: 78
28831,3190194042.00,ACK
28832,3190199048.00,Data write: 60
28833,3190221550.00,ACK
28834,3190226570.00,Data write: BB
28835,3190249056.00,ACK
28836,3190254074.00,Data write: 20
28837,3190276582.00,ACK
28838,3190281648.00,Data write: 40
28839,3190304150.00,ACK
28840,3190309148.00,Data write: 00
28841,3190331656.00,ACK
28842,3190336722.00,Data write: 01
28843,3190359242.00,ACK
28844,3190364246.00,Data write: 46
28845,3190386750.00,ACK
28846,3190391768.00,Data write: 8A
28847,3190414254.00,ACK
28848,3190419270.00,Data write: 31
28849,3190441760.00,ACK
28850,3190446820.00,Data write: 3A
28851,3190469328.00,ACK
28852,3190474346.00,Data write: 68
28853,3190496856.00,ACK
28854,3190501920.00,Data write: 0A
28855,3190524406.00,ACK
28856,3190529420.00,Data write: 43
28857,3190551952.00,ACK
28858,3190557018.00,Data write: 3A
28859,3190579502.00,ACK
28860,3190584518.00,Data write: 60
28861,3190607008.00,ACK
28862,3190612068.00,Data write: 39
28863,3190634558.00,ACK
28864,3190639568.00,Data write: 6A
28865,3190662086.00,ACK
28866,3190667142.00,Data write: 21
28867,3190689632.00,ACK
28868,3190694642.00,Data write: 43
28869,3190717160.00,ACK
28870,3190722216.00,Data write: 39
28871,3190744712.00,ACK
28872,3190749716.00,Data write: 62
28873,3190772218.00,ACK
28874,3190777264.00,Data write: FF
28875,3190799748.00,ACK
28876,3190804766.00,Data write: 21
28877,3190827272.00,ACK
28878,3190832340.00,Data write: 49
28879,3190854840.00,ACK
28880,3190859840.00,Data write: 00
28881,3190882348.00,ACK
28882,3190888064.00,Data write: 13
28883,3190910564.00,ACK
28884,3190915614.00,Data write: 4E
28885,3190938132.00,ACK
28886,3190943214.00,Data write: 32
28887,3190965702.00,ACK
28888,3190970762.00,Data write: 68
28889,3190993250.00,ACK
28890,3190998260.00,Data write: 8A
28891,3191020794.00,ACK
28892,3191025838.00,Data write: 43
28893,3191048326.00,ACK
28894,3191053362.00,Data write: 70
28895,3191075854.00,ACK
28896,3191080862.00,Data write: 21
28897,3191103400.00,ACK
28898,3191108436.00,Data write: 11
28899,3191130926.00,ACK
28900,3191135962.00,Data write: 43
28901,3191158476.00,ACK
28902,3191163460.00,Data write: 31
28903,3191185938.00,ACK
28904,3191190960.00,Data write: 60
28905,3191213466.00,ACK
28906,3191218460.00,Data write: 0F
28907,3191240970.00,ACK
28908,3191245960.00,Data write: 21
28909,3191268472.00,ACK
28910,3191273456.00,Data write: C9
28911,3191295956.00,ACK
28912,3191300958.00,Data write: 43
28913,3191323440.00,ACK
28914,3191328458.00,Data write: 70
28915,3191350970.00,ACK
28916,3191355958.00,Data write: 50
28917,3191378436.00,ACK
28918,3191383454.00,Data write: F0
28919,3191405962.00,ACK
28920,3191410956.00,Data write: 68
28921,3191433446.00,ACK
28922,3191438452.00,Data write: A0
28923,3191460952.00,ACK
28924,3191465956.00,Data write: 43
28925,3191488434.00,ACK
28926,3191493452.00,Data write: F0
28927,3191515936.00,ACK
28928,3191520956.00,Data write: 60
28929,3191543442.00,ACK
28930,3191548454.00,Data write: 70
28931,3191570972.00,ACK
28932,3191575954.00,Data write: 68
28933,3191598458.00,ACK
28934,3191603454.00,Data write: 20
28935,3191625950.00,ACK
28936,3191630954.00,Data write: 43
28937,3191653460.00,ACK
28938,3191658452.00,Data write: 70
28939,3191680964.00,ACK
28940,3191685952.00,Data write: 60
28941,3191708432.00,ACK
28942,3191713452.00,Data write: 0E
28943,3191735962.00,ACK
28944,3191740952.00,Data write: 20
28945,3191763466.00,ACK
28946,3191768452.00,Data write: 29
28947,3191790934.00,ACK
28948,3191795952.00,Data write: 46
28949,3191818444.00,ACK
28950,3191823452.00,Data write: 22
28951,3191845930.00,ACK
28952,3191850950.00,Data write: 46
28953,3191873454.00,ACK
28954,3191878450.00,Data write: 30
28955,3191900956.00,ACK
28956,3191905950.00,Data write: 24
28957,3191928462.00,ACK
28958,3191934904.00,Stop
28959,3193896108.00,Start
28960,3193898744.00,Address write: 40
28961,3193916228.00,Write
28962,3193919156.00,ACK
28963,3193924422.00,Data write: 02
28964,3193946060.00,ACK
28965,3193951194.00,Data write: A5
28966,3193973090.00,ACK
28967,3193979600.00,Stop
28968,3194649698.00,Start
28969,3194652332.00,Address write: 40
28970,3194669816.00,Write
28971,3194672756.00,ACK
28972,3194677986.00,Data write: 00
28973,3194699636.00,ACK
28974,3194706548.00,Start repeat
28975,3194709142.00,Address read: 41
28976,3194726638.00,Read
28977,3194730126.00,ACK
28978,3194734984.00,Data read: 00
28979,3194754988.00,NACK
28980,3194761820.00,Stop
28981,3200464014.00,Start
28982,3200466648.00,Address write: 40
28983,3200484134.00,Write
28984,3200514824.00,ACK
28985,3200520074.00,Data write: 00
28986,3200552510.00,ACK
28987,3200559514.00,Start repeat
28988,3200562108.00,Address read: 41
28989,3200579604.00,Read
28990,3200589320.00,ACK
28991,3200594222.00,Data read: 02
28992,3200614228.00,NACK
28993,3200621032.00,Stop
28994,3206248882.00,Start
28995,3206251516.00,Address write: 40
28996,3206269002.00,Write
28997,3206293602.00,ACK
28998,3206298916.00,Data write: 00
28999,3206331290.00,ACK
29000,3206338282.00,Start repeat
29001,3206340876.00,Address read: 41
29002,3206358372.00,Read
29003,3206368108.00,ACK
29004,3206373040.00,Data read: 02
29005,3206393046.00,NACK
29006,3206399850.00,Stop
29007,3212392344.00,Start
